2020_area_damaged_all,2010_area_damaged_all,2017_area_damaged_all,2008_area_damaged_all,2006_area_damaged_all,2016_area_damaged_all,2000_area_damaged_all,2002_area_damaged_all,2009_area_damaged_all,2007_area_damaged_all,2004_area_damaged_all,2012_area_damaged_all,2019_area_damaged_all,2018_area_damaged_all,2013_area_damaged_all,2015_area_damaged_all,2014_area_damaged_all,2001_area_damaged_all,2005_area_damaged_all,2011_area_damaged_all,2003_area_damaged_all,2020_CountyName
0.043228421052631576,0.008645684210526316,0.01729136842105263,0.008645684210526316,0.0,0.012968526315789472,0.008645684210526316,0.0,0.01729136842105263,0.01729136842105263,0.012968526315789472,0.0,0.0,0.0,0.012968526315789472,0.012968526315789472,0.008645684210526316,0.008645684210526316,0.008645684210526316,0.008645684210526316,0.012968526315789472,Madison
23.88770526315789,0.7685052631578947,0.7685052631578947,0.7685052631578947,2.3055157894736844,2.3055157894736844,0.01537010526315789,0.01537010526315789,0.7685052631578947,17.71724842105263,0.7685052631578947,5.387862315789473,2.3055157894736844,0.7685052631578947,0.7685052631578947,0.03842526315789473,0.03842526315789473,2.3055157894736844,5.387862315789473,0.7685052631578947,2.3055157894736844,Yancey
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davie
0.03602368421052631,2.4015789473684213,0.12007894736842105,0.04803157894736842,0.12007894736842105,0.03602368421052631,0.12007894736842105,0.12007894736842105,0.0,24.054815131578952,0.03602368421052631,2.4015789473684213,7.204736842105265,0.03602368421052631,0.12007894736842105,16.837069736842107,0.03602368421052631,0.04803157894736842,99.06513157894736,0.03602368421052631,2.4015789473684213,Caldwell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bertie
0.0,0.006919058823529411,0.0,0.0,0.010378588235294115,0.0,0.034595294117647064,0.0,0.010378588235294115,0.013838117647058822,0.006919058823529411,0.0,0.006919058823529411,0.0,0.010378588235294115,0.034595294117647064,0.0,0.034595294117647064,0.010378588235294115,0.006919058823529411,0.010378588235294115,Mitchell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guilford
0.07604999999999999,1.521,0.022815,0.015209999999999996,0.03042,0.015209999999999996,0.015209999999999996,0.022815,0.03042,35.06538749999999,0.03042,10.663477499999999,0.07604999999999999,0.022815,0.03042,0.07604999999999999,0.022815,10.663477499999999,35.06538749999999,0.022815,1.521,Avery
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forsyth
0.0,0.0,0.0,0.006418285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009627428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4287154285714285,Chowan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Halifax
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granville
