,County,mean,max
0,Camden,12.442724227905273,23.38384246826172
1,Gates,11.769489288330078,13.276872634887695
2,Iredell,11.628987312316895,14.817235946655273
3,Wilkes,13.438820838928223,35.215213775634766
4,Union,11.330818176269531,17.672212600708008
5,Cabarrus,12.381546020507812,18.309114456176758
6,Wake,11.545692443847656,13.46800422668457
7,Franklin,11.892461776733398,13.74218463897705
8,Pender,10.831290245056152,20.818300247192383
9,New Hanover,13.34922981262207,20.29500389099121
10,Durham,10.394983291625977,13.07652473449707
11,Orange,11.6903076171875,14.378320693969727
12,Chatham,10.941437721252441,13.235029220581055
13,Alamance,12.814981460571289,14.28126335144043
14,Harnett,12.036484718322754,14.930388450622559
15,Moore,9.539600372314453,11.677225112915039
16,Beaufort,12.0427827835083,15.863314628601074
17,Martin,12.0982084274292,13.802288055419922
18,Pitt,13.122774124145508,15.659713745117188
19,Greene,14.797231674194336,16.643918991088867
20,Wilson,13.972857475280762,15.703144073486328
21,Wayne,13.167901992797852,15.630270004272461
22,Anson,9.35639762878418,10.856399536132812
23,Lenoir,12.798345565795898,15.208555221557617
24,Robeson,12.956608772277832,15.468179702758789
25,Hoke,11.128484725952148,13.478179931640625
26,Johnston,12.920085906982422,14.91022777557373
27,Brunswick,11.474212646484375,20.803354263305664
28,Columbus,12.506611824035645,15.791728973388672
29,Bladen,10.865833282470703,14.56145191192627
30,Onslow,11.795223236083984,19.53600311279297
31,Sampson,13.058727264404297,17.130107879638672
32,Carteret,16.68609046936035,24.165132522583008
33,Duplin,12.84279727935791,17.217485427856445
34,Scotland,12.47473430633545,14.274215698242188
35,Richmond,9.615958213806152,11.172842979431152
36,Jones,10.83558464050293,13.369527816772461
37,Craven,11.404648780822754,14.685097694396973
38,Cumberland,11.55513858795166,16.063684463500977
39,Pamlico,15.491981506347656,22.974964141845703
40,Mecklenburg,10.06372356414795,13.131658554077148
41,Jackson,16.01127815246582,33.75004577636719
42,Transylvania,17.716081619262695,33.68709945678711
43,Hyde,17.000972747802734,25.13730239868164
44,Montgomery,9.500444412231445,10.994672775268555
45,Stanly,11.413246154785156,17.251428604125977
46,Gaston,10.179473876953125,12.789600372314453
47,Cleveland,11.59924030303955,18.884174346923828
48,Macon,17.05943489074707,29.82480812072754
49,Cherokee,12.258828163146973,26.750194549560547
50,Clay,14.131962776184082,29.543781280517578
51,Henderson,16.95154571533203,26.278711318969727
52,Rutherford,12.346602439880371,25.402442932128906
53,Polk,12.04001235961914,19.791364669799805
54,Dare,18.521053314208984,24.333526611328125
55,Lee,11.209738731384277,12.784358978271484
56,Graham,16.133256912231445,33.58051300048828
57,Haywood,17.169795989990234,34.90681457519531
58,Swain,17.220008850097656,33.832786560058594
59,Lincoln,10.543896675109863,14.837688446044922
60,Buncombe,15.559747695922852,33.45354080200195
61,Rowan,11.523458480834961,14.514667510986328
62,Davidson,11.825174331665039,13.739620208740234
63,Randolph,11.548149108886719,13.960987091064453
64,McDowell,14.049554824829102,32.87507629394531
65,Catawba,10.690384864807129,17.358478546142578
66,Burke,13.972517013549805,33.77173614501953
67,Tyrrell,13.893019676208496,25.978609085083008
68,Edgecombe,13.786992073059082,15.100870132446289
69,Washington,12.546337127685547,17.973161697387695
70,Nash,13.321535110473633,14.718536376953125
71,Madison,15.587700843811035,29.55501937866211
72,Yancey,17.14720344543457,36.13981628417969
73,Davie,11.34920597076416,13.018168449401855
74,Caldwell,13.621074676513672,34.598052978515625
75,Alexander,13.0028715133667,17.361600875854492
76,Bertie,11.90591812133789,18.113988876342773
77,Mitchell,19.068801879882812,29.33980941772461
78,Guilford,12.049410820007324,13.806974411010742
79,Avery,21.131689071655273,36.59062957763672
80,Forsyth,11.15081787109375,13.596868515014648
81,Chowan,13.678647994995117,18.20512580871582
82,Halifax,12.96639633178711,15.853802680969238
83,Granville,11.70499324798584,14.0628662109375
84,Perquimans,13.578985214233398,21.295425415039062
85,Yadkin,11.284748077392578,14.988557815551758
86,Currituck,15.035978317260742,18.853763580322266
87,Pasquotank,13.769808769226074,24.12747573852539
88,Watauga,19.588550567626953,35.623748779296875
89,Vance,12.610651016235352,14.242486000061035
90,Northampton,13.065357208251953,16.246410369873047
91,Warren,11.548008918762207,14.06097412109375
92,Person,12.447297096252441,13.97265911102295
93,Caswell,11.443779945373535,13.807991027832031
94,Rockingham,11.025793075561523,12.821264266967773
95,Surry,12.549151420593262,16.36388397216797
96,Hertford,12.11854076385498,13.863643646240234
97,Stokes,11.172704696655273,14.207721710205078
98,Ashe,15.799346923828125,29.833415985107422
99,Alleghany,19.083927154541016,36.142921447753906
