,County,mean,max
0,Camden,11.451326370239258,20.997989654541016
1,Gates,10.762382507324219,13.44459056854248
2,Iredell,10.292474746704102,14.48477554321289
3,Wilkes,11.936864852905273,25.762094497680664
4,Union,11.06689167022705,13.236465454101562
5,Cabarrus,11.648476600646973,13.825496673583984
6,Wake,10.977474212646484,13.50921630859375
7,Franklin,10.691770553588867,12.533833503723145
8,Pender,10.470741271972656,21.497547149658203
9,New Hanover,14.77059268951416,23.182899475097656
10,Durham,9.891998291015625,11.614871978759766
11,Orange,10.144207000732422,12.516544342041016
12,Chatham,10.022018432617188,13.452409744262695
13,Alamance,11.25051498413086,12.741765975952148
14,Harnett,12.368197441101074,14.328847885131836
15,Moore,9.150510787963867,11.836189270019531
16,Beaufort,10.445119857788086,14.821895599365234
17,Martin,11.50969123840332,15.515544891357422
18,Pitt,13.094444274902344,15.827934265136719
19,Greene,15.083040237426758,20.077489852905273
20,Wilson,13.043133735656738,15.346571922302246
21,Wayne,14.239086151123047,21.479969024658203
22,Anson,9.365089416503906,10.734336853027344
23,Lenoir,13.747710227966309,24.330354690551758
24,Robeson,12.468668937683105,15.737403869628906
25,Hoke,10.825104713439941,12.362411499023438
26,Johnston,13.091228485107422,15.285314559936523
27,Brunswick,10.808731079101562,23.063112258911133
28,Columbus,11.243480682373047,15.702869415283203
29,Bladen,10.417675018310547,15.05653190612793
30,Onslow,11.00594711303711,19.19454574584961
31,Sampson,12.642620086669922,15.287591934204102
32,Carteret,15.807263374328613,25.23886489868164
33,Duplin,12.589604377746582,14.921531677246094
34,Scotland,11.551596641540527,13.184850692749023
35,Richmond,9.566020965576172,11.029969215393066
36,Jones,10.189557075500488,13.87913990020752
37,Craven,10.171034812927246,13.897260665893555
38,Cumberland,11.423352241516113,13.874549865722656
39,Pamlico,13.943548202514648,22.371536254882812
40,Mecklenburg,10.992964744567871,14.377620697021484
41,Jackson,14.87313461303711,26.810274124145508
42,Transylvania,15.069145202636719,27.56359100341797
43,Hyde,15.977392196655273,24.608217239379883
44,Montgomery,9.036590576171875,10.043083190917969
45,Stanly,11.228615760803223,14.215202331542969
46,Gaston,9.556405067443848,11.337173461914062
47,Cleveland,10.66741943359375,15.027581214904785
48,Macon,15.934432029724121,31.59562110900879
49,Cherokee,11.800297737121582,26.331493377685547
50,Clay,13.633170127868652,27.805917739868164
51,Henderson,15.067570686340332,21.425025939941406
52,Rutherford,10.772543907165527,22.327816009521484
53,Polk,9.877005577087402,14.712911605834961
54,Dare,17.869850158691406,25.107810974121094
55,Lee,10.843266487121582,12.634109497070312
56,Graham,16.324325561523438,35.548336029052734
57,Haywood,16.138694763183594,36.09294128417969
58,Swain,15.74053955078125,31.663442611694336
59,Lincoln,10.060250282287598,14.477564811706543
60,Buncombe,14.600196838378906,29.638444900512695
61,Rowan,10.724874496459961,12.520687103271484
62,Davidson,11.484635353088379,13.77863883972168
63,Randolph,10.850578308105469,14.03042221069336
64,McDowell,12.624598503112793,25.802593231201172
65,Catawba,9.988097190856934,16.0628604888916
66,Burke,11.971935272216797,29.456775665283203
67,Tyrrell,12.586029052734375,20.902740478515625
68,Edgecombe,12.955663681030273,14.875894546508789
69,Washington,11.909378051757812,17.495927810668945
70,Nash,13.021322250366211,15.138253211975098
71,Madison,14.931842803955078,28.558856964111328
72,Yancey,15.830135345458984,30.992525100708008
73,Davie,10.349016189575195,11.377580642700195
74,Caldwell,11.737783432006836,33.828948974609375
75,Alexander,11.211256980895996,14.920845985412598
76,Bertie,10.461918830871582,16.37421417236328
77,Mitchell,18.05207061767578,30.1904354095459
78,Guilford,10.773350715637207,12.96978759765625
79,Avery,18.364450454711914,30.278915405273438
80,Forsyth,10.03074836730957,12.181710243225098
81,Chowan,12.4320707321167,17.057083129882812
82,Halifax,11.85787582397461,14.392107009887695
83,Granville,10.332847595214844,12.995780944824219
84,Perquimans,12.725625038146973,16.857017517089844
85,Yadkin,9.622071266174316,11.15271282196045
86,Currituck,14.804760932922363,21.197128295898438
87,Pasquotank,12.737839698791504,20.227550506591797
88,Watauga,17.606163024902344,33.49995040893555
89,Vance,11.402931213378906,14.521925926208496
90,Northampton,11.725111961364746,13.517749786376953
91,Warren,10.142186164855957,12.98913288116455
92,Person,11.288031578063965,12.578119277954102
93,Caswell,10.300311088562012,12.175771713256836
94,Rockingham,9.398449897766113,11.843161582946777
95,Surry,11.301953315734863,16.08465576171875
96,Hertford,10.396646499633789,12.513782501220703
97,Stokes,9.774297714233398,13.096420288085938
98,Ashe,14.066349029541016,24.349380493164062
99,Alleghany,16.271575927734375,27.50836181640625
