,County,mean,max
0,Camden,10.899809837341309,18.703100204467773
1,Gates,10.558871269226074,12.14449691772461
2,Iredell,11.091939926147461,14.201040267944336
3,Wilkes,11.301403045654297,28.07218360900879
4,Union,11.640621185302734,13.061291694641113
5,Cabarrus,11.296759605407715,12.955848693847656
6,Wake,11.633631706237793,14.486472129821777
7,Franklin,11.463533401489258,13.550955772399902
8,Pender,10.14974594116211,21.80236053466797
9,New Hanover,13.685312271118164,21.786218643188477
10,Durham,10.070353507995605,12.247640609741211
11,Orange,11.067078590393066,13.489601135253906
12,Chatham,10.658452987670898,13.145807266235352
13,Alamance,11.80484390258789,13.294093132019043
14,Harnett,12.96162223815918,14.877253532409668
15,Moore,10.007988929748535,12.705599784851074
16,Beaufort,10.784215927124023,15.974953651428223
17,Martin,11.745774269104004,14.54279899597168
18,Pitt,13.118124961853027,14.547149658203125
19,Greene,14.205825805664062,15.71079158782959
20,Wilson,13.964597702026367,14.792576789855957
21,Wayne,13.86893367767334,14.579547882080078
22,Anson,10.241605758666992,12.25135612487793
23,Lenoir,13.47021770477295,15.447705268859863
24,Robeson,13.339029312133789,14.324564933776855
25,Hoke,11.860433578491211,13.613992691040039
26,Johnston,13.510725021362305,15.567319869995117
27,Brunswick,10.167916297912598,20.183170318603516
28,Columbus,11.82505989074707,14.070028305053711
29,Bladen,11.086797714233398,13.94067668914795
30,Onslow,11.198005676269531,21.332212448120117
31,Sampson,13.291963577270508,14.737857818603516
32,Carteret,15.692110061645508,23.165325164794922
33,Duplin,13.190608978271484,14.705192565917969
34,Scotland,12.58941650390625,14.010321617126465
35,Richmond,10.620377540588379,11.821969032287598
36,Jones,10.147007942199707,14.205936431884766
37,Craven,10.590174674987793,14.225591659545898
38,Cumberland,11.88757038116455,14.027523040771484
39,Pamlico,13.87707233428955,21.496044158935547
40,Mecklenburg,9.802114486694336,11.515769004821777
41,Jackson,14.65717887878418,25.489011764526367
42,Transylvania,14.727992057800293,28.288076400756836
43,Hyde,16.041297912597656,23.100749969482422
44,Montgomery,9.891648292541504,11.317880630493164
45,Stanly,11.70550537109375,13.074139595031738
46,Gaston,9.594544410705566,10.908405303955078
47,Cleveland,10.68370246887207,16.457548141479492
48,Macon,15.61175537109375,29.239952087402344
49,Cherokee,11.358242988586426,25.412874221801758
50,Clay,12.861655235290527,25.97163200378418
51,Henderson,14.409647941589355,22.88036346435547
52,Rutherford,10.908641815185547,22.621204376220703
53,Polk,10.101449966430664,14.817119598388672
54,Dare,18.4854736328125,28.662155151367188
55,Lee,11.399065971374512,13.268369674682617
56,Graham,15.319685935974121,30.997283935546875
57,Haywood,16.068601608276367,33.00457763671875
58,Swain,15.413662910461426,30.668210983276367
59,Lincoln,10.233101844787598,14.205490112304688
60,Buncombe,14.248944282531738,28.48886489868164
61,Rowan,11.269153594970703,12.9540376663208
62,Davidson,11.679962158203125,15.380633354187012
63,Randolph,11.395122528076172,13.358139038085938
64,McDowell,12.642108917236328,28.978790283203125
65,Catawba,10.112924575805664,14.700081825256348
66,Burke,11.859061241149902,28.401023864746094
67,Tyrrell,12.752760887145996,19.85420799255371
68,Edgecombe,13.701933860778809,14.85604476928711
69,Washington,11.577743530273438,17.090490341186523
70,Nash,13.112015724182129,14.190889358520508
71,Madison,14.191890716552734,25.889694213867188
72,Yancey,15.774894714355469,29.336688995361328
73,Davie,10.763349533081055,12.093460083007812
74,Caldwell,11.184246063232422,30.918115615844727
75,Alexander,10.990721702575684,14.809548377990723
76,Bertie,10.85683536529541,16.534271240234375
77,Mitchell,17.293048858642578,26.332393646240234
78,Guilford,10.939512252807617,13.024280548095703
79,Avery,18.453489303588867,28.758941650390625
80,Forsyth,10.381888389587402,13.28303337097168
81,Chowan,12.574308395385742,17.588150024414062
82,Halifax,12.30428409576416,14.265813827514648
83,Granville,10.923592567443848,13.007481575012207
84,Perquimans,12.446166038513184,17.892492294311523
85,Yadkin,10.193648338317871,12.388973236083984
86,Currituck,14.36647891998291,19.47144317626953
87,Pasquotank,12.593852996826172,18.930105209350586
88,Watauga,18.311159133911133,32.728084564208984
89,Vance,11.510788917541504,14.604087829589844
90,Northampton,12.18320083618164,14.115832328796387
91,Warren,10.848465919494629,13.247947692871094
92,Person,11.466278076171875,12.735177993774414
93,Caswell,10.299534797668457,12.528477668762207
94,Rockingham,9.97598934173584,12.481338500976562
95,Surry,10.701150894165039,13.67238998413086
96,Hertford,11.30815601348877,13.609756469726562
97,Stokes,9.6533842086792,13.657898902893066
98,Ashe,15.807365417480469,25.32194709777832
99,Alleghany,17.55078125,30.12428855895996
