,County,mean,max
0,Camden,11.948981285095215,17.831233978271484
1,Gates,11.138066291809082,13.62520980834961
2,Iredell,10.611959457397461,13.678403854370117
3,Wilkes,11.453908920288086,25.473922729492188
4,Union,11.472992897033691,17.44916343688965
5,Cabarrus,10.722176551818848,11.89448070526123
6,Wake,10.50710678100586,13.587784767150879
7,Franklin,10.54436206817627,14.068626403808594
8,Pender,10.613779067993164,21.21829605102539
9,New Hanover,13.177051544189453,20.42795753479004
10,Durham,9.609391212463379,11.164702415466309
11,Orange,9.967887878417969,12.12181568145752
12,Chatham,9.397700309753418,14.192184448242188
13,Alamance,11.1304349899292,12.98335075378418
14,Harnett,11.531916618347168,13.884312629699707
15,Moore,8.931806564331055,12.679841995239258
16,Beaufort,10.62869644165039,16.568252563476562
17,Martin,11.277989387512207,13.200074195861816
18,Pitt,12.889667510986328,15.612837791442871
19,Greene,14.028521537780762,15.766657829284668
20,Wilson,12.922910690307617,14.876750946044922
21,Wayne,12.73212718963623,14.214302062988281
22,Anson,8.80121898651123,10.767696380615234
23,Lenoir,13.444002151489258,15.79066276550293
24,Robeson,12.8811674118042,15.977499961853027
25,Hoke,10.973250389099121,14.187864303588867
26,Johnston,13.133668899536133,16.247024536132812
27,Brunswick,10.2000150680542,20.850671768188477
28,Columbus,11.60962200164795,17.102617263793945
29,Bladen,10.144323348999023,14.600653648376465
30,Onslow,10.843230247497559,21.955116271972656
31,Sampson,12.22464656829834,14.508270263671875
32,Carteret,15.232356071472168,22.309856414794922
33,Duplin,12.635011672973633,14.831741333007812
34,Scotland,12.731436729431152,15.354257583618164
35,Richmond,9.322728157043457,11.508127212524414
36,Jones,9.977129936218262,14.49612808227539
37,Craven,9.929609298706055,14.0794677734375
38,Cumberland,11.720344543457031,15.341649055480957
39,Pamlico,15.112005233764648,24.30441665649414
40,Mecklenburg,9.716361045837402,11.382135391235352
41,Jackson,15.304180145263672,31.468530654907227
42,Transylvania,14.473576545715332,30.80419921875
43,Hyde,16.246477127075195,22.858043670654297
44,Montgomery,8.99891185760498,10.234086036682129
45,Stanly,10.447101593017578,11.84349250793457
46,Gaston,10.33249568939209,13.130970001220703
47,Cleveland,10.797515869140625,14.09066390991211
48,Macon,15.936630249023438,29.72969627380371
49,Cherokee,12.867632865905762,29.393077850341797
50,Clay,14.619000434875488,26.3858642578125
51,Henderson,13.289484977722168,23.3988094329834
52,Rutherford,10.013289451599121,21.697172164916992
53,Polk,9.56137752532959,14.69200611114502
54,Dare,18.680713653564453,24.605958938598633
55,Lee,10.283686637878418,12.389420509338379
56,Graham,16.202178955078125,34.51775360107422
57,Haywood,17.33367347717285,36.882877349853516
58,Swain,16.64461326599121,31.405885696411133
59,Lincoln,10.538861274719238,14.088485717773438
60,Buncombe,13.771184921264648,28.657381057739258
61,Rowan,10.855034828186035,12.584266662597656
62,Davidson,11.158500671386719,13.712526321411133
63,Randolph,10.326645851135254,12.213569641113281
64,McDowell,11.671340942382812,26.384883880615234
65,Catawba,9.742449760437012,15.158419609069824
66,Burke,11.324607849121094,26.414073944091797
67,Tyrrell,12.74528694152832,19.407899856567383
68,Edgecombe,13.810700416564941,16.823486328125
69,Washington,11.841484069824219,18.139863967895508
70,Nash,12.471714973449707,15.149759292602539
71,Madison,14.48758602142334,29.402767181396484
72,Yancey,15.974960327148438,31.460968017578125
73,Davie,9.875822067260742,11.145566940307617
74,Caldwell,10.954195976257324,26.617094039916992
75,Alexander,11.032231330871582,15.457165718078613
76,Bertie,11.242090225219727,17.33095359802246
77,Mitchell,17.40102195739746,28.6435546875
78,Guilford,10.953426361083984,14.06186294555664
79,Avery,17.606237411499023,29.423118591308594
80,Forsyth,9.815896987915039,13.185968399047852
81,Chowan,12.749496459960938,17.752775192260742
82,Halifax,11.55638313293457,14.576000213623047
83,Granville,9.940322875976562,12.204343795776367
84,Perquimans,12.573561668395996,18.787841796875
85,Yadkin,9.447508811950684,11.73150634765625
86,Currituck,16.69152069091797,24.916458129882812
87,Pasquotank,13.20481014251709,19.436620712280273
88,Watauga,16.573131561279297,28.558361053466797
89,Vance,10.479069709777832,12.677529335021973
90,Northampton,12.491883277893066,15.609806060791016
91,Warren,9.993206977844238,11.576416969299316
92,Person,10.813570022583008,12.617486953735352
93,Caswell,9.242121696472168,11.921926498413086
94,Rockingham,9.265810012817383,10.799224853515625
95,Surry,10.391695022583008,15.604759216308594
96,Hertford,12.698835372924805,16.175918579101562
97,Stokes,9.813105583190918,12.871460914611816
98,Ashe,13.725550651550293,24.18376922607422
99,Alleghany,15.74474811553955,25.297119140625
