Land use code,structural $/m²
1111,363.59198332637817
1121,258.45256742466825
1122,148.41393082078673
1123,39.0075448950424
2310,35.04223232033334
2410,35.04223232033334
3110,0.0
3120,0.0
3130,0.0
3210,35.04223232033334
3240,35.04223232033334
3320,35.04223232033334
4000,35.04223232033334
5220,0.0
5230,0.0
